tsne1,tsne2,class_idx,class_name,aug,snr
-37.1285,16.8852,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-44.1570,-11.7759,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-36.0186,17.2933,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-38.2259,19.9405,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-41.5159,-10.9272,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
1.0127,39.5515,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-22.6748,-24.8867,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-31.6750,-19.2569,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-37.5210,-12.4643,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-9.9123,10.8520,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
29.4073,-31.2680,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
3.9262,-7.6371,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-40.6562,15.7210,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
0.3489,38.0843,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
1.6160,-8.4522,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
3.4441,-2.4543,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
54.9751,5.7244,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
52.3428,0.4302,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-5.9857,26.3895,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-12.1167,9.4023,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
29.4381,-22.1378,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
0.4908,50.3112,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
29.8132,-28.4855,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
33.9831,20.2677,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-20.9081,-28.2054,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
10.6913,42.0342,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
9.1067,-8.4474,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
27.0254,-27.5233,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
26.5892,-25.0241,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-20.2596,-20.5778,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
31.6190,-21.3842,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-24.4320,-27.8745,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
28.2268,20.4267,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-0.0859,44.8060,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-25.2408,-29.6980,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
3.9591,-49.4463,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
46.6117,-2.5739,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-10.5047,3.6768,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-0.1632,40.5613,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
2.9548,-50.0916,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
8.6457,38.5468,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-20.5623,-27.9726,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-35.4976,-11.6870,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-27.6232,-21.5192,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-10.9653,4.7008,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
25.6535,-25.7714,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
2.1030,45.8032,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-5.9309,25.7784,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
2.7368,41.9378,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
6.9073,32.3933,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
26.5756,-26.7210,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
2.6234,48.9800,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-38.4836,-21.2907,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-0.1214,36.0199,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
52.3902,0.6820,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
31.8000,22.2839,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-43.8349,23.5985,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
40.9852,-8.9415,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
55.2249,4.7443,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
3.0896,42.1258,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
55.3689,5.1931,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-24.1679,-24.1145,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-7.9847,37.5481,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-5.5454,28.6074,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
11.5902,-7.0686,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-11.2063,11.0559,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-26.7290,-26.9868,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-10.2386,5.0750,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-4.9722,33.7258,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
12.1009,-1.5693,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
26.4385,-25.3418,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
56.2709,1.9637,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
26.8153,11.7983,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
1.8635,-45.0024,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
10.2606,-3.1383,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
54.5324,-0.2401,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
32.4922,-19.5720,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
29.4880,11.2370,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
49.0029,-0.2873,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
7.7708,-7.7642,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
6.7882,-2.4789,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-11.3906,2.5843,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-41.6540,-13.0807,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-9.4582,32.9634,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-13.6302,-2.1416,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-6.5756,32.8552,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
7.7580,-6.2603,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
56.2413,3.4980,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
8.1503,-6.6562,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-46.7470,19.9142,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
30.9998,-19.0978,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
0.2515,-46.8561,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
-9.0724,11.3938,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-20.8900,-30.2800,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
7.7107,37.0311,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-39.4145,-10.3467,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
43.1332,-7.3810,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
8.0504,37.6451,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
31.6221,13.1008,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
4.5888,-50.2816,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
55.2792,5.8322,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-13.2230,2.2986,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-21.6359,-20.0817,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
34.1194,20.0768,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-0.3977,41.2308,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
11.9863,-1.6088,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
0.4337,-10.0415,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-5.2456,30.0310,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
30.2813,-27.1678,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
24.4053,-27.4399,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-17.8778,-26.0679,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
4.4877,-4.3144,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-14.0665,4.8317,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-7.1805,22.1722,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-17.7622,-28.7519,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-32.4116,-20.4123,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
50.0300,-1.3736,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
27.3398,20.7421,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-41.9632,22.3540,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-22.6592,-29.8908,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
2.3878,-47.7206,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
-30.0594,-18.0415,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-23.2342,-21.8054,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
2.3734,45.4831,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-44.2133,-12.5650,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-38.3689,-13.5267,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-42.1668,21.1012,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-28.7256,-22.3845,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-35.9183,21.2251,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-22.4961,-30.0228,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-25.5661,-20.9426,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-1.6331,-47.3729,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
53.7142,0.2086,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-24.4166,-30.0858,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-43.5111,25.7684,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
29.4341,-31.1830,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
5.0888,37.8986,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-6.6319,40.2205,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
0.9437,30.3726,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
26.0566,14.7310,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
8.2291,-7.7829,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-6.3271,29.8832,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
9.4340,41.3539,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-10.8587,9.9280,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
27.9866,20.2424,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-41.7271,-20.1625,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
30.7701,-29.3127,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
5.4714,-47.6157,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
34.1156,19.6291,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
55.1886,6.2628,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-10.0542,4.6283,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
46.5270,-2.1867,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-0.7494,42.9013,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
44.0567,-5.2030,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-7.2176,32.2190,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
5.2694,-4.8743,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
5.0477,37.6744,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
10.8389,36.7342,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
34.8233,-20.5410,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-16.6051,5.8143,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
31.3121,-28.0677,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-0.5057,36.8982,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-2.9678,29.8300,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-26.0872,-25.5684,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-2.3194,45.1955,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
6.3732,-46.8552,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
1.1258,-40.3162,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
-44.6865,14.3933,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-42.5862,-9.6524,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-14.1020,-1.3062,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-0.8636,-41.7240,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
8.2969,-8.0924,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-0.5911,-39.6936,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
-35.0510,-19.2109,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-6.2535,26.9389,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-22.5136,-21.3454,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-25.8210,-21.6800,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
47.7703,-5.3337,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-43.3581,-15.7972,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-37.8623,16.7453,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
31.1788,-30.0547,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-35.9523,-19.4775,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
3.1087,43.0674,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
8.0937,-5.9542,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-40.3327,12.3559,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-14.6360,7.8282,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-14.0297,-2.2928,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-2.8613,36.8587,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
29.7932,11.8790,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
27.6320,10.4764,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-36.5566,-19.9197,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
11.0304,36.6323,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
5.3677,46.9613,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
24.6067,-21.1342,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
8.6538,-6.5131,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-5.7974,36.6147,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-37.3651,21.5637,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-15.7748,3.4743,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
3.7915,-9.8762,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
4.9944,47.2011,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
5.7112,-5.9917,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-13.7169,2.5997,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
-35.9723,-18.1129,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
2.6530,-6.6960,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-38.3187,21.0140,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
30.1484,14.1183,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
6.2468,-12.9557,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
51.6173,-0.7208,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
8.6005,-9.8845,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
-42.2826,17.0214,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-42.3013,-10.3145,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
11.4296,41.1840,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-43.9348,23.6720,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-27.5882,-25.1810,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
0.9776,-49.9466,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
-17.6620,-28.6499,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
0.3384,-40.7847,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
1.7853,-7.6315,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
54.3713,2.5082,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
11.5489,-1.9287,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
2.5151,-13.0096,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
32.8842,-19.7336,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-35.6176,19.2487,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
0.3908,-43.0447,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
3.5210,-45.1533,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
8.7556,-3.4834,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
5.3778,32.5114,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-33.7492,-21.0388,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
5.6468,-1.6083,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
32.5826,-29.6212,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
25.2730,15.6710,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-6.4134,28.8960,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-43.7438,-15.8979,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-0.0575,-44.2288,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
30.6406,-27.1599,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
47.6030,-1.1945,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-26.8892,-24.5339,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-5.5032,28.6720,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
-15.8142,10.4481,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
31.6898,19.1117,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
8.7962,-1.5304,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),2
1.3279,43.2804,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
56.7397,4.1565,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-6.9709,32.8697,10,WBFM,AutoSMC + IQ-Mixup (Method 1),2
24.2979,13.3668,6,PAM4,AutoSMC + IQ-Mixup (Method 1),2
-13.4602,6.9380,5,GFSK,AutoSMC + IQ-Mixup (Method 1),2
44.9534,-5.4953,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-41.3272,-19.5497,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-2.7798,-44.5280,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
-40.7538,26.6750,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
2.3558,-42.1760,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
29.0692,-30.6991,7,QAM16,AutoSMC + IQ-Mixup (Method 1),2
-32.9597,-23.1083,0,8PSK,AutoSMC + IQ-Mixup (Method 1),2
-43.8464,-17.6947,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
55.9148,1.0971,8,QAM64,AutoSMC + IQ-Mixup (Method 1),2
-1.5653,38.8943,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),2
-39.8547,-12.1705,9,QPSK,AutoSMC + IQ-Mixup (Method 1),2
-38.4523,22.6980,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
-1.8055,-47.8707,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),2
-43.0103,18.4246,3,BPSK,AutoSMC + IQ-Mixup (Method 1),2
